order_id,order_status,order_purchase_timestamp,order_delivered_timestamp,order_estimated_delivery_date,delivery_delay_days,shipping_time_days,shipping_carrier,return_status
15825,delivered,2024-09-03 12:44:00,2024-09-13 12:44:00,2024-09-13 12:44:00,0.0,10.0,In-House,Not Returned
15826,cancelled,2024-08-29 17:55:00,,2024-09-01 17:55:00,,,In-House,
15827,delivered,2024-05-04 19:14:00,2024-05-12 19:14:00,2024-05-11 19:14:00,1.0,8.0,In-House,Not Returned
15828,delivered,2024-05-17 08:01:00,2024-05-27 08:01:00,2024-05-25 08:01:00,2.0,10.0,In-House,Not Returned
15829,delivered,2024-04-03 14:38:00,2024-04-10 14:38:00,2024-04-11 14:38:00,0.0,7.0,In-House,Not Returned
15830,delivered,2024-11-21 11:11:00,2024-11-27 11:11:00,2024-11-27 11:11:00,0.0,6.0,In-House,Not Returned
15831,delivered,2024-03-29 13:10:00,2024-04-05 13:10:00,2024-04-07 13:10:00,0.0,7.0,In-House,Not Returned
15832,delivered,2024-11-25 11:28:00,2024-12-08 11:28:00,2024-12-05 11:28:00,3.0,13.0,DHL,Not Returned
15833,delivered,2024-04-19 15:44:00,2024-04-25 15:44:00,2024-04-25 15:44:00,0.0,6.0,In-House,Not Returned
15834,delivered,2024-02-01 16:30:00,2024-02-08 16:30:00,2024-02-10 16:30:00,0.0,7.0,In-House,Not Returned
15835,delivered,2024-10-08 16:59:00,2024-10-16 16:59:00,2024-10-14 16:59:00,2.0,8.0,In-House,Returned
15836,delivered,2024-06-08 12:19:00,2024-06-21 12:19:00,2024-06-18 12:19:00,3.0,13.0,FedEx,Not Returned
15837,delivered,2024-06-18 17:19:00,2024-06-28 17:19:00,2024-06-27 17:19:00,1.0,10.0,In-House,Not Returned
15838,delivered,2024-10-23 10:21:00,2024-10-28 10:21:00,2024-10-28 10:21:00,0.0,5.0,In-House,Not Returned
15839,delivered,2024-02-23 20:39:00,2024-02-27 20:39:00,2024-02-28 20:39:00,0.0,4.0,In-House,Not Returned
15840,delivered,2024-10-25 10:33:00,2024-10-29 10:33:00,2024-10-28 10:33:00,1.0,4.0,In-House,Not Returned
15841,delivered,2024-04-29 08:09:00,2024-05-04 08:09:00,2024-05-05 08:09:00,0.0,5.0,UPS,Not Returned
15842,delivered,2024-11-07 16:52:00,2024-11-09 16:52:00,2024-11-11 16:52:00,0.0,2.0,In-House,Not Returned
15843,delivered,2024-12-09 15:30:00,2024-12-14 15:30:00,2024-12-14 15:30:00,0.0,5.0,In-House,Not Returned
15844,delivered,2024-12-30 13:52:00,2025-01-01 13:52:00,2025-01-02 13:52:00,0.0,2.0,In-House,Not Returned
15845,delivered,2024-10-05 11:57:00,2024-10-10 11:57:00,2024-10-12 11:57:00,0.0,5.0,In-House,Not Returned
15846,delivered,2024-01-15 12:26:00,2024-01-21 12:26:00,2024-01-23 12:26:00,0.0,6.0,In-House,Not Returned
15847,delivered,2024-12-12 12:35:00,2024-12-18 12:35:00,2024-12-20 12:35:00,0.0,6.0,In-House,Not Returned
15848,delivered,2024-08-03 18:57:00,2024-08-10 18:57:00,2024-08-11 18:57:00,0.0,7.0,In-House,Returned
15849,delivered,2024-04-15 16:53:00,2024-04-26 16:53:00,2024-04-24 16:53:00,2.0,11.0,In-House,Not Returned
15850,delivered,2024-05-05 17:19:00,2024-05-12 17:19:00,2024-05-11 17:19:00,1.0,7.0,In-House,Not Returned
15851,delivered,2024-09-15 13:55:00,2024-09-23 13:55:00,2024-09-22 13:55:00,1.0,8.0,In-House,Not Returned
15852,delivered,2024-10-05 20:39:00,2024-10-14 20:39:00,2024-10-14 20:39:00,0.0,9.0,In-House,Not Returned
15853,delivered,2024-10-07 20:57:00,2024-10-11 20:57:00,2024-10-14 20:57:00,0.0,4.0,In-House,Not Returned
15854,delivered,2024-07-06 20:18:00,2024-07-08 20:18:00,2024-07-09 20:18:00,0.0,2.0,In-House,Not Returned
15855,cancelled,2024-07-25 16:00:00,,2024-08-04 16:00:00,,,In-House,
15856,delivered,2024-03-25 09:31:00,2024-04-05 09:31:00,2024-04-04 09:31:00,1.0,11.0,In-House,Not Returned
15857,delivered,2024-07-06 13:52:00,2024-07-14 13:52:00,2024-07-14 13:52:00,0.0,8.0,In-House,Not Returned
15858,delivered,2024-12-22 16:58:00,2024-12-25 16:58:00,2024-12-25 16:58:00,0.0,3.0,In-House,Not Returned
15859,delivered,2024-06-23 10:36:00,2024-07-06 10:36:00,2024-07-03 10:36:00,3.0,13.0,In-House,Not Returned
15860,delivered,2024-01-14 10:44:00,2024-01-18 10:44:00,2024-01-19 10:44:00,0.0,4.0,In-House,Not Returned
15861,delivered,2024-03-09 18:40:00,2024-03-13 18:40:00,2024-03-13 18:40:00,0.0,4.0,In-House,Not Returned
15862,delivered,2024-06-02 18:22:00,2024-06-11 18:22:00,2024-06-10 18:22:00,1.0,9.0,In-House,Not Returned
15863,delivered,2024-11-15 12:11:00,2024-11-22 12:11:00,2024-11-24 12:11:00,0.0,7.0,In-House,Not Returned
15864,delivered,2024-12-05 12:06:00,2024-12-11 12:06:00,2024-12-09 12:06:00,2.0,6.0,In-House,Not Returned
15865,delivered,2024-02-08 09:15:00,2024-02-09 09:15:00,2024-02-12 09:15:00,0.0,1.0,In-House,Not Returned
15866,delivered,2024-02-17 12:58:00,2024-02-27 12:58:00,2024-02-27 12:58:00,0.0,10.0,In-House,Not Returned
15867,delivered,2024-12-29 18:41:00,2024-12-31 18:41:00,2025-01-03 18:41:00,0.0,2.0,In-House,Not Returned
15868,delivered,2024-12-06 12:08:00,2024-12-14 12:08:00,2024-12-12 12:08:00,2.0,8.0,In-House,Not Returned
15869,delivered,2024-04-13 13:34:00,2024-04-19 13:34:00,2024-04-19 13:34:00,0.0,6.0,In-House,Not Returned
15870,delivered,2024-01-30 15:41:00,2024-02-02 15:41:00,2024-02-02 15:41:00,0.0,3.0,In-House,Not Returned
15871,delivered,2024-02-16 08:38:00,2024-02-21 08:38:00,2024-02-21 08:38:00,0.0,5.0,In-House,Not Returned
15872,delivered,2024-12-25 17:21:00,2024-12-31 17:21:00,2025-01-02 17:21:00,0.0,6.0,In-House,Not Returned
15873,delivered,2024-05-28 12:22:00,2024-06-03 12:22:00,2024-06-01 12:22:00,2.0,6.0,In-House,Not Returned
15874,delivered,2024-02-16 17:27:00,2024-02-17 17:27:00,2024-02-20 17:27:00,0.0,1.0,In-House,Not Returned
15875,delivered,2024-12-03 17:25:00,2024-12-05 17:25:00,2024-12-07 17:25:00,0.0,2.0,In-House,Not Returned
15876,delivered,2024-12-28 14:50:00,2025-01-02 14:50:00,2025-01-01 14:50:00,1.0,5.0,In-House,Not Returned
15877,delivered,2024-03-10 20:08:00,2024-03-23 20:08:00,2024-03-20 20:08:00,3.0,13.0,In-House,Not Returned
15878,delivered,2024-07-27 14:39:00,2024-08-03 14:39:00,2024-07-31 14:39:00,3.0,7.0,In-House,Returned
15879,delivered,2024-04-14 10:13:00,2024-04-23 10:13:00,2024-04-23 10:13:00,0.0,9.0,In-House,Not Returned
15880,delivered,2024-09-14 17:01:00,2024-09-18 17:01:00,2024-09-18 17:01:00,0.0,4.0,UPS,Not Returned
15881,delivered,2024-11-03 09:33:00,2024-11-15 09:33:00,2024-11-12 09:33:00,3.0,12.0,In-House,Not Returned
15882,delivered,2024-08-06 19:16:00,2024-08-08 19:16:00,2024-08-11 19:16:00,0.0,2.0,In-House,Not Returned
15883,delivered,2024-05-28 11:45:00,2024-06-10 11:45:00,2024-06-07 11:45:00,3.0,13.0,In-House,Not Returned
15884,delivered,2024-03-25 09:32:00,2024-03-28 09:32:00,2024-03-28 09:32:00,0.0,3.0,In-House,Returned
15885,delivered,2024-04-24 12:34:00,2024-04-27 12:34:00,2024-04-28 12:34:00,0.0,3.0,In-House,Returned
15886,delivered,2024-03-24 10:02:00,2024-03-29 10:02:00,2024-03-27 10:02:00,2.0,5.0,In-House,Not Returned
15887,delivered,2024-10-23 18:23:00,2024-11-01 18:23:00,2024-10-29 18:23:00,3.0,9.0,In-House,Not Returned
15888,delivered,2024-04-06 08:27:00,2024-04-08 08:27:00,2024-04-10 08:27:00,0.0,2.0,In-House,Not Returned
15889,delivered,2024-02-05 18:07:00,2024-02-09 18:07:00,2024-02-12 18:07:00,0.0,4.0,UPS,Not Returned
15890,delivered,2024-02-18 11:47:00,2024-02-22 11:47:00,2024-02-21 11:47:00,1.0,4.0,FedEx,Not Returned
15891,delivered,2024-09-07 10:39:00,2024-09-08 10:39:00,2024-09-11 10:39:00,0.0,1.0,In-House,Not Returned
15892,delivered,2024-02-13 20:38:00,2024-02-17 20:38:00,2024-02-17 20:38:00,0.0,4.0,In-House,Not Returned
15893,delivered,2024-09-16 13:57:00,2024-09-22 13:57:00,2024-09-19 13:57:00,3.0,6.0,In-House,Not Returned
15894,delivered,2024-01-16 10:16:00,2024-01-23 10:16:00,2024-01-24 10:16:00,0.0,7.0,In-House,Not Returned
15895,delivered,2024-05-07 09:43:00,2024-05-09 09:43:00,2024-05-10 09:43:00,0.0,2.0,UPS,Not Returned
15896,delivered,2024-01-15 13:25:00,2024-01-20 13:25:00,2024-01-23 13:25:00,0.0,5.0,In-House,Not Returned
15897,delivered,2024-06-25 17:31:00,2024-07-04 17:31:00,2024-07-05 17:31:00,0.0,9.0,In-House,Not Returned
15898,delivered,2024-12-26 16:53:00,2024-12-29 16:53:00,2025-01-01 16:53:00,0.0,3.0,In-House,Returned
15899,delivered,2024-04-25 20:46:00,2024-05-04 20:46:00,2024-05-03 20:46:00,1.0,9.0,In-House,Not Returned
15900,delivered,2024-07-20 10:31:00,2024-07-31 10:31:00,2024-07-29 10:31:00,2.0,11.0,In-House,Not Returned
15901,delivered,2024-02-17 18:06:00,2024-02-28 18:06:00,2024-02-27 18:06:00,1.0,11.0,In-House,Not Returned
15902,delivered,2024-12-19 20:28:00,2024-12-21 20:28:00,2024-12-22 20:28:00,0.0,2.0,In-House,Not Returned
15903,delivered,2024-04-15 17:07:00,2024-04-24 17:07:00,2024-04-21 17:07:00,3.0,9.0,In-House,Not Returned
15904,delivered,2024-06-25 14:17:00,2024-06-27 14:17:00,2024-06-30 14:17:00,0.0,2.0,UPS,Not Returned
15905,delivered,2024-12-17 13:41:00,2024-12-20 13:41:00,2024-12-20 13:41:00,0.0,3.0,In-House,Not Returned
15906,delivered,2024-04-21 20:21:00,2024-04-28 20:21:00,2024-04-30 20:21:00,0.0,7.0,In-House,Not Returned
15907,delivered,2024-12-14 16:31:00,2024-12-25 16:31:00,2024-12-24 16:31:00,1.0,11.0,In-House,Returned
15908,delivered,2024-02-03 18:11:00,2024-02-08 18:11:00,2024-02-11 18:11:00,0.0,5.0,FedEx,Not Returned
15909,delivered,2024-05-07 08:50:00,2024-05-13 08:50:00,2024-05-16 08:50:00,0.0,6.0,In-House,Not Returned
15910,delivered,2024-06-21 13:22:00,2024-06-30 13:22:00,2024-06-28 13:22:00,2.0,9.0,In-House,Not Returned
15911,delivered,2024-11-15 09:09:00,2024-11-18 09:09:00,2024-11-19 09:09:00,0.0,3.0,In-House,Not Returned
15912,delivered,2024-10-22 08:57:00,2024-10-31 08:57:00,2024-10-30 08:57:00,1.0,9.0,In-House,Not Returned
15913,delivered,2024-12-17 08:49:00,2024-12-23 08:49:00,2024-12-21 08:49:00,2.0,6.0,In-House,Not Returned
15914,cancelled,2024-06-10 20:06:00,,2024-06-13 20:06:00,,,In-House,
15915,delivered,2024-01-13 17:42:00,2024-01-19 17:42:00,2024-01-18 17:42:00,1.0,6.0,In-House,Not Returned
15916,delivered,2024-08-07 10:20:00,2024-08-12 10:20:00,2024-08-10 10:20:00,2.0,5.0,In-House,Not Returned
15917,delivered,2024-07-21 17:12:00,2024-07-29 17:12:00,2024-07-31 17:12:00,0.0,8.0,In-House,Returned
15918,delivered,2024-09-29 14:02:00,2024-10-03 14:02:00,2024-10-02 14:02:00,1.0,4.0,In-House,Not Returned
15919,delivered,2024-05-10 10:49:00,2024-05-18 10:49:00,2024-05-18 10:49:00,0.0,8.0,In-House,Not Returned
15920,delivered,2024-05-20 13:25:00,2024-05-29 13:25:00,2024-05-27 13:25:00,2.0,9.0,In-House,Not Returned
15921,delivered,2024-07-20 08:08:00,2024-07-27 08:08:00,2024-07-29 08:08:00,0.0,7.0,In-House,Not Returned
15922,delivered,2024-07-23 20:38:00,2024-07-23 20:38:00,2024-07-26 20:38:00,0.0,0.0,In-House,Not Returned
15923,delivered,2024-10-21 16:42:00,2024-10-25 16:42:00,2024-10-25 16:42:00,0.0,4.0,In-House,Not Returned
15924,delivered,2024-07-02 18:44:00,2024-07-10 18:44:00,2024-07-11 18:44:00,0.0,8.0,In-House,Returned
15925,delivered,2024-05-17 09:05:00,2024-05-24 09:05:00,2024-05-23 09:05:00,1.0,7.0,In-House,Not Returned
15926,delivered,2024-10-05 17:29:00,2024-10-08 17:29:00,2024-10-11 17:29:00,0.0,3.0,In-House,Not Returned
15927,delivered,2024-02-05 16:25:00,2024-02-12 16:25:00,2024-02-11 16:25:00,1.0,7.0,In-House,Not Returned
15928,delivered,2024-06-06 08:19:00,2024-06-16 08:19:00,2024-06-14 08:19:00,2.0,10.0,In-House,Not Returned
15929,delivered,2024-02-15 17:37:00,2024-02-16 17:37:00,2024-02-18 17:37:00,0.0,1.0,In-House,Not Returned
15930,delivered,2024-06-23 13:26:00,2024-07-02 13:26:00,2024-07-01 13:26:00,1.0,9.0,In-House,Not Returned
15931,delivered,2024-05-12 09:19:00,2024-05-17 09:19:00,2024-05-16 09:19:00,1.0,5.0,In-House,Not Returned
15932,delivered,2024-09-16 09:53:00,2024-09-27 09:53:00,2024-09-24 09:53:00,3.0,11.0,In-House,Not Returned
15933,delivered,2024-08-19 13:37:00,2024-08-26 13:37:00,2024-08-24 13:37:00,2.0,7.0,In-House,Not Returned
15934,delivered,2024-05-28 16:09:00,2024-06-04 16:09:00,2024-06-04 16:09:00,0.0,7.0,In-House,Not Returned
15935,delivered,2024-06-22 11:11:00,2024-06-28 11:11:00,2024-06-27 11:11:00,1.0,6.0,In-House,Not Returned
15936,delivered,2024-01-05 13:14:00,2024-01-09 13:14:00,2024-01-12 13:14:00,0.0,4.0,In-House,Not Returned
15937,delivered,2024-11-25 15:53:00,2024-12-01 15:53:00,2024-12-02 15:53:00,0.0,6.0,In-House,Not Returned
15938,delivered,2024-09-24 16:24:00,2024-10-02 16:24:00,2024-10-02 16:24:00,0.0,8.0,In-House,Returned
15939,delivered,2024-12-19 09:50:00,2024-12-26 09:50:00,2024-12-26 09:50:00,0.0,7.0,In-House,Not Returned
15940,delivered,2024-07-18 09:03:00,2024-07-30 09:03:00,2024-07-27 09:03:00,3.0,12.0,In-House,Not Returned
15941,delivered,2024-12-13 12:45:00,2024-12-20 12:45:00,2024-12-19 12:45:00,1.0,7.0,In-House,Not Returned
15942,delivered,2024-01-16 16:47:00,2024-01-19 16:47:00,2024-01-19 16:47:00,0.0,3.0,In-House,Not Returned
15943,delivered,2024-12-15 11:46:00,2024-12-25 11:46:00,2024-12-23 11:46:00,2.0,10.0,In-House,Not Returned
15944,delivered,2024-07-29 17:35:00,2024-08-05 17:35:00,2024-08-08 17:35:00,0.0,7.0,In-House,Not Returned
15945,delivered,2024-05-20 16:04:00,2024-05-24 16:04:00,2024-05-26 16:04:00,0.0,4.0,In-House,Not Returned
15946,delivered,2024-08-30 16:47:00,2024-09-02 16:47:00,2024-09-05 16:47:00,0.0,3.0,UPS,Not Returned
15947,cancelled,2024-09-06 19:46:00,,2024-09-09 19:46:00,,,In-House,
15948,delivered,2024-06-05 12:05:00,2024-06-15 12:05:00,2024-06-14 12:05:00,1.0,10.0,In-House,Not Returned
15949,delivered,2024-11-09 11:21:00,2024-11-21 11:21:00,2024-11-19 11:21:00,2.0,12.0,In-House,Not Returned
15950,delivered,2024-03-11 09:07:00,2024-03-24 09:07:00,2024-03-21 09:07:00,3.0,13.0,In-House,Not Returned
15951,delivered,2024-08-10 09:32:00,2024-08-16 09:32:00,2024-08-14 09:32:00,2.0,6.0,In-House,Not Returned
15952,delivered,2024-01-07 15:19:00,2024-01-12 15:19:00,2024-01-13 15:19:00,0.0,5.0,UPS,Not Returned
15953,cancelled,2024-04-14 15:35:00,,2024-04-20 15:35:00,,,In-House,
15954,delivered,2024-10-26 16:18:00,2024-11-07 16:18:00,2024-11-05 16:18:00,2.0,12.0,In-House,Not Returned
15955,delivered,2024-12-30 14:28:00,2024-12-31 14:28:00,2025-01-02 14:28:00,0.0,1.0,In-House,Not Returned
15956,delivered,2024-09-20 16:35:00,2024-09-25 16:35:00,2024-09-23 16:35:00,2.0,5.0,In-House,Not Returned
15957,delivered,2024-02-16 13:21:00,2024-02-28 13:21:00,2024-02-26 13:21:00,2.0,12.0,In-House,Not Returned
15958,delivered,2024-12-15 18:52:00,2024-12-25 18:52:00,2024-12-24 18:52:00,1.0,10.0,In-House,Not Returned
15959,delivered,2024-07-26 10:11:00,2024-07-30 10:11:00,2024-07-31 10:11:00,0.0,4.0,In-House,Not Returned
15960,delivered,2024-10-16 16:39:00,2024-10-24 16:39:00,2024-10-22 16:39:00,2.0,8.0,In-House,Returned
15961,delivered,2024-11-16 19:57:00,2024-11-20 19:57:00,2024-11-23 19:57:00,0.0,4.0,In-House,Not Returned
15962,delivered,2024-06-28 18:07:00,2024-07-09 18:07:00,2024-07-08 18:07:00,1.0,11.0,In-House,Not Returned
15963,delivered,2024-09-04 17:59:00,2024-09-14 17:59:00,2024-09-13 17:59:00,1.0,10.0,In-House,Not Returned
15964,delivered,2024-07-26 18:07:00,2024-07-30 18:07:00,2024-07-30 18:07:00,0.0,4.0,In-House,Not Returned
15965,delivered,2024-01-25 19:54:00,2024-02-04 19:54:00,2024-02-02 19:54:00,2.0,10.0,In-House,Not Returned
15966,delivered,2024-11-22 13:06:00,2024-11-28 13:06:00,2024-11-26 13:06:00,2.0,6.0,DHL,Not Returned
15967,delivered,2024-06-23 12:43:00,2024-06-28 12:43:00,2024-06-28 12:43:00,0.0,5.0,In-House,Not Returned
15968,delivered,2024-01-20 09:31:00,2024-01-22 09:31:00,2024-01-25 09:31:00,0.0,2.0,In-House,Not Returned
15969,delivered,2024-01-02 13:37:00,2024-01-05 13:37:00,2024-01-06 13:37:00,0.0,3.0,In-House,Returned
15970,delivered,2024-03-02 08:38:00,2024-03-12 08:38:00,2024-03-10 08:38:00,2.0,10.0,In-House,Not Returned
15971,delivered,2024-07-14 20:28:00,2024-07-26 20:28:00,2024-07-23 20:28:00,3.0,12.0,In-House,Not Returned
15972,delivered,2024-01-31 19:02:00,2024-02-02 19:02:00,2024-02-05 19:02:00,0.0,2.0,In-House,Not Returned
15973,delivered,2024-06-03 20:09:00,2024-06-14 20:09:00,2024-06-11 20:09:00,3.0,11.0,In-House,Not Returned
15974,delivered,2024-12-29 10:45:00,2025-01-08 10:45:00,2025-01-06 10:45:00,2.0,10.0,In-House,Not Returned
15975,delivered,2024-10-13 09:21:00,2024-10-20 09:21:00,2024-10-21 09:21:00,0.0,7.0,In-House,Not Returned
15976,delivered,2024-01-03 14:35:00,2024-01-16 14:35:00,2024-01-13 14:35:00,3.0,13.0,In-House,Not Returned
15977,delivered,2024-06-23 17:50:00,2024-06-27 17:50:00,2024-06-27 17:50:00,0.0,4.0,In-House,Not Returned
15978,delivered,2024-11-28 09:29:00,2024-12-07 09:29:00,2024-12-07 09:29:00,0.0,9.0,In-House,Not Returned
15979,delivered,2024-07-26 09:58:00,2024-07-29 09:58:00,2024-08-01 09:58:00,0.0,3.0,In-House,Not Returned
15980,delivered,2024-12-06 09:40:00,2024-12-12 09:40:00,2024-12-13 09:40:00,0.0,6.0,In-House,Not Returned
15981,delivered,2024-07-03 09:42:00,2024-07-16 09:42:00,2024-07-13 09:42:00,3.0,13.0,In-House,Returned
15982,delivered,2024-08-23 11:24:00,2024-08-31 11:24:00,2024-09-02 11:24:00,0.0,8.0,In-House,Returned
15983,delivered,2024-02-25 17:04:00,2024-03-01 17:04:00,2024-03-03 17:04:00,0.0,5.0,In-House,Not Returned
15984,delivered,2024-01-05 11:58:00,2024-01-13 11:58:00,2024-01-12 11:58:00,1.0,8.0,In-House,Not Returned
15985,delivered,2024-05-05 10:31:00,2024-05-10 10:31:00,2024-05-11 10:31:00,0.0,5.0,In-House,Not Returned
15986,delivered,2024-12-26 12:14:00,2024-12-30 12:14:00,2025-01-02 12:14:00,0.0,4.0,In-House,Not Returned
15987,delivered,2024-01-19 18:35:00,2024-01-28 18:35:00,2024-01-29 18:35:00,0.0,9.0,In-House,Not Returned
15988,delivered,2024-05-19 09:39:00,2024-05-29 09:39:00,2024-05-29 09:39:00,0.0,10.0,UPS,Not Returned
15989,delivered,2024-06-04 18:32:00,2024-06-12 18:32:00,2024-06-09 18:32:00,3.0,8.0,In-House,Not Returned
15990,delivered,2024-06-26 18:39:00,2024-07-01 18:39:00,2024-07-03 18:39:00,0.0,5.0,In-House,Not Returned
15991,delivered,2024-06-23 09:19:00,2024-06-26 09:19:00,2024-06-27 09:19:00,0.0,3.0,UPS,Not Returned
15992,delivered,2024-07-21 20:03:00,2024-07-24 20:03:00,2024-07-24 20:03:00,0.0,3.0,In-House,Not Returned
15993,delivered,2024-09-14 16:26:00,2024-09-21 16:26:00,2024-09-21 16:26:00,0.0,7.0,In-House,Not Returned
15994,delivered,2024-09-01 16:25:00,2024-09-07 16:25:00,2024-09-10 16:25:00,0.0,6.0,In-House,Not Returned
15995,delivered,2024-06-06 11:49:00,2024-06-10 11:49:00,2024-06-13 11:49:00,0.0,4.0,FedEx,Not Returned
15996,delivered,2024-04-05 08:01:00,2024-04-09 08:01:00,2024-04-11 08:01:00,0.0,4.0,In-House,Not Returned
15997,cancelled,2024-04-20 17:56:00,,2024-04-27 17:56:00,,,UPS,
15998,cancelled,2024-03-28 20:25:00,,2024-04-07 20:25:00,,,In-House,
15999,delivered,2024-11-09 09:00:00,2024-11-14 09:00:00,2024-11-15 09:00:00,0.0,5.0,In-House,Not Returned
16000,delivered,2024-07-14 15:57:00,2024-07-22 15:57:00,2024-07-20 15:57:00,2.0,8.0,In-House,Not Returned
16001,delivered,2024-03-16 18:28:00,2024-03-21 18:28:00,2024-03-22 18:28:00,0.0,5.0,In-House,Not Returned
16002,delivered,2024-07-07 08:28:00,2024-07-08 08:28:00,2024-07-10 08:28:00,0.0,1.0,In-House,Not Returned
16003,delivered,2024-11-20 10:43:00,2024-11-28 10:43:00,2024-11-28 10:43:00,0.0,8.0,In-House,Not Returned
16004,delivered,2024-04-17 11:43:00,2024-04-21 11:43:00,2024-04-24 11:43:00,0.0,4.0,In-House,Not Returned
16005,delivered,2024-04-09 18:09:00,2024-04-11 18:09:00,2024-04-12 18:09:00,0.0,2.0,In-House,Not Returned
16006,delivered,2024-03-07 14:23:00,2024-03-14 14:23:00,2024-03-14 14:23:00,0.0,7.0,In-House,Not Returned
16007,delivered,2024-09-23 14:09:00,2024-09-25 14:09:00,2024-09-27 14:09:00,0.0,2.0,In-House,Not Returned
16008,delivered,2024-12-11 08:06:00,2024-12-16 08:06:00,2024-12-16 08:06:00,0.0,5.0,In-House,Not Returned
16009,delivered,2024-01-19 11:57:00,2024-01-30 11:57:00,2024-01-29 11:57:00,1.0,11.0,In-House,Not Returned
16010,delivered,2024-01-04 15:57:00,2024-01-08 15:57:00,2024-01-10 15:57:00,0.0,4.0,In-House,Not Returned
16011,delivered,2024-05-08 18:16:00,2024-05-10 18:16:00,2024-05-13 18:16:00,0.0,2.0,In-House,Not Returned
16012,delivered,2024-04-11 13:02:00,2024-04-15 13:02:00,2024-04-17 13:02:00,0.0,4.0,In-House,Not Returned
16013,delivered,2024-11-19 12:13:00,2024-11-29 12:13:00,2024-11-27 12:13:00,2.0,10.0,In-House,Not Returned
16014,delivered,2024-09-30 13:14:00,2024-10-12 13:14:00,2024-10-09 13:14:00,3.0,12.0,In-House,Not Returned
16015,delivered,2024-07-03 14:43:00,2024-07-06 14:43:00,2024-07-07 14:43:00,0.0,3.0,In-House,Not Returned
16016,delivered,2024-08-25 15:49:00,2024-09-01 15:49:00,2024-09-02 15:49:00,0.0,7.0,In-House,Not Returned
16017,delivered,2024-12-17 19:14:00,2024-12-22 19:14:00,2024-12-24 19:14:00,0.0,5.0,FedEx,Returned
16018,delivered,2024-11-30 14:24:00,2024-12-02 14:24:00,2024-12-04 14:24:00,0.0,2.0,In-House,Not Returned
16019,delivered,2024-06-03 19:48:00,2024-06-09 19:48:00,2024-06-10 19:48:00,0.0,6.0,In-House,Not Returned
16020,delivered,2024-09-07 18:20:00,2024-09-14 18:20:00,2024-09-12 18:20:00,2.0,7.0,In-House,Not Returned
16021,delivered,2024-11-13 18:49:00,2024-11-19 18:49:00,2024-11-16 18:49:00,3.0,6.0,In-House,Returned
16022,delivered,2024-04-15 09:34:00,2024-04-26 09:34:00,2024-04-23 09:34:00,3.0,11.0,In-House,Not Returned
16023,delivered,2024-09-24 13:59:00,2024-10-02 13:59:00,2024-09-30 13:59:00,2.0,8.0,In-House,Not Returned
16024,delivered,2024-09-26 09:00:00,2024-10-02 09:00:00,2024-09-30 09:00:00,2.0,6.0,In-House,Not Returned
16025,delivered,2024-11-04 15:37:00,2024-11-08 15:37:00,2024-11-07 15:37:00,1.0,4.0,In-House,Returned
16026,delivered,2024-12-12 14:15:00,2024-12-18 14:15:00,2024-12-18 14:15:00,0.0,6.0,FedEx,Not Returned
16027,delivered,2024-03-25 11:03:00,2024-04-03 11:03:00,2024-03-31 11:03:00,3.0,9.0,In-House,Not Returned
16028,delivered,2024-07-04 16:24:00,2024-07-08 16:24:00,2024-07-08 16:24:00,0.0,4.0,In-House,Not Returned
16029,delivered,2024-06-18 15:49:00,2024-06-25 15:49:00,2024-06-23 15:49:00,2.0,7.0,In-House,Not Returned
16030,delivered,2024-11-22 18:11:00,2024-11-29 18:11:00,2024-12-02 18:11:00,0.0,7.0,In-House,Not Returned
16031,delivered,2024-06-01 19:01:00,2024-06-07 19:01:00,2024-06-05 19:01:00,2.0,6.0,In-House,Not Returned
16032,delivered,2024-05-06 10:22:00,2024-05-08 10:22:00,2024-05-10 10:22:00,0.0,2.0,In-House,Not Returned
16033,cancelled,2024-04-28 16:13:00,,2024-05-04 16:13:00,,,In-House,
16034,delivered,2024-07-14 11:13:00,2024-07-21 11:13:00,2024-07-23 11:13:00,0.0,7.0,In-House,Not Returned
16035,delivered,2024-05-03 10:16:00,2024-05-09 10:16:00,2024-05-06 10:16:00,3.0,6.0,In-House,Not Returned
16036,delivered,2024-11-01 12:51:00,2024-11-04 12:51:00,2024-11-05 12:51:00,0.0,3.0,UPS,Not Returned
16037,delivered,2024-04-12 11:35:00,2024-04-21 11:35:00,2024-04-18 11:35:00,3.0,9.0,In-House,Not Returned
16038,delivered,2024-07-04 08:28:00,2024-07-09 08:28:00,2024-07-07 08:28:00,2.0,5.0,FedEx,Not Returned
16039,delivered,2024-02-08 18:37:00,2024-02-14 18:37:00,2024-02-17 18:37:00,0.0,6.0,In-House,Not Returned
16040,delivered,2024-01-28 12:40:00,2024-02-04 12:40:00,2024-02-04 12:40:00,0.0,7.0,In-House,Not Returned
16041,delivered,2024-08-27 20:44:00,2024-08-28 20:44:00,2024-08-30 20:44:00,0.0,1.0,In-House,Not Returned
16042,delivered,2024-06-28 16:38:00,2024-07-08 16:38:00,2024-07-07 16:38:00,1.0,10.0,In-House,Not Returned
16043,delivered,2024-12-26 09:07:00,2024-12-27 09:07:00,2024-12-29 09:07:00,0.0,1.0,In-House,Returned
16044,delivered,2024-09-15 16:12:00,2024-09-27 16:12:00,2024-09-24 16:12:00,3.0,12.0,In-House,Not Returned
